HD,MSFT,CRM,MCD,HON,BA,V,AMGN,CAT,MMM,NKE,AXP,DIS,JPM,JNJ,TRV,AAPL,WMT,PG,IBM,CVX,MRK,DOW,CSCO,KO,VZ,INTC,WBA,KD

